type,level,sample,pheno,covs,LRT,Pval,"('V(O)', 'SE')","('V(O)', 'Variance')","('V(O)/Vp', 'SE')","('V(O)/Vp', 'Variance')","('V(e)', 'SE')","('V(e)', 'Variance')","('Vp', 'SE')","('Vp', 'Variance')",df,logL0,n
func,EClevel4_common_clrcheck,174_sample,mia_number,age_sex_dietPC,1.074,0.1500735,0.101622,0.122782,0.163448,0.214809,0.082748,0.448805,0.071046,0.571587,1,-49.84,174
func,EClevel4_common_clrcheck,174_sample,mia_number,no_covs,0.56,0.2272063,0.104806,0.11678,0.159651,0.190966,0.088263,0.494746,0.073848,0.611526,1,-42.935,174
func,EClevel4_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.047857,1.00E-06,0.079554,1.00E-06,0.076122,0.60157,0.065096,0.601571,1,-51.514,174
func,EClevel4_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.038296,1.00E-06,0.064465,1.00E-06,0.072847,0.594055,0.064835,0.594056,1,-57.496,174
func,EClevel4_common_clrcheck,174_sample,participant_type,no_covs,0.439,0.2537828,0.099265,0.072442,0.140671,0.10588,0.098514,0.61175,0.077898,0.684192,1,-54.848,174
func,EClevel4_common_clrcheck,174_sample,sex,age,0.252,0.3078828,0.018268,0.007481,0.078045,0.032151,0.028768,0.225196,0.025249,0.232676,1,33.012,174
func,EClevel4_common_clrcheck,174_sample,sex,no_covs,0.516,0.2362649,0.019958,0.010507,0.084917,0.045136,0.028982,0.222271,0.025276,0.232778,1,37.183,174
func,EClevel4_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,4.397342,8.90E-05,0.050366,1.00E-06,10.382572,87.307276,9.82469,87.307365,1,-440.988,161
func,EClevel4_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,4.304537,8.90E-05,0.04996,1.00E-06,10.258818,86.158957,9.788669,86.159046,1,-440.22,161
func,EClevel4_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,5.705119,8.90E-05,0.065884,1.00E-06,10.458522,86.593528,9.679538,86.593616,1,-441.357,161
func,EClevel4_common_clrcheck,full_bristol,mats_indication,no_covs,0.294,0.2936917,0.020024,0.009032,0.079098,0.035917,0.031683,0.242426,0.027936,0.251458,1,28.772,165
func,EClevel4_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0.667,0.2069945,0.024489,0.014426,0.094788,0.056593,0.033345,0.240481,0.028994,0.254907,1,12.772,165
func,EClevel4_common_clrcheck,full_bristol,mia_indication,no_covs,0.763,0.1911663,0.017663,0.009705,0.076351,0.04233,0.028348,0.219571,0.02549,0.229276,1,36.195,165
func,EClevel4_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0.951,0.1647681,0.019653,0.011906,0.086261,0.052914,0.028674,0.213094,0.025514,0.224999,1,22.495,165
func,EClevel4_common_clrcheck,no_aap,mats_indication,no_covs,0,0.5,0.011764,0,0.046791,1.00E-06,0.029804,0.251405,0.027431,0.251405,1,29.412,169
func,EClevel4_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0.097,0.3776437,0.0166,0.004685,0.065135,0.01843,0.031333,0.249532,0.028219,0.254217,1,13.462,169
func,EClevel4_common_clrcheck,no_aap,mia_indication,no_covs,0.391,0.2657603,0.017258,0.007961,0.074375,0.034533,0.028352,0.222577,0.025288,0.230539,1,36.761,169
func,EClevel4_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,0.835,0.1804537,0.020952,0.012928,0.09115,0.057028,0.028986,0.213774,0.025458,0.226702,1,22.942,169
func,EClevel4_common_clrcheck,no_asd,mats_indication,no_covs,0.902,0.171076,0.099293,0.085749,0.346988,0.329694,0.085423,0.174338,0.062742,0.260087,1,5.391,40
func,EClevel4_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,1.119,0.1450455,0.110054,0.102567,0.353114,0.368246,0.093475,0.175962,0.071704,0.278528,1,-5.374,40
func,EClevel4_common_clrcheck,no_asd,mia_indication,no_covs,0.213,0.3223566,0.055607,0.019801,0.23579,0.084932,0.069579,0.213334,0.053065,0.233135,1,7.034,40
func,EClevel4_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,0.339,0.2803378,0.064418,0.027064,0.264231,0.113005,0.076841,0.212434,0.058516,0.239498,1,-3.213,40
func,EClevel4_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.012384,0,0.049456,1.00E-06,0.029848,0.250398,0.027737,0.250398,1,28.629,164
func,EClevel4_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0,0.5,0.010445,0,0.041388,1.00E-06,0.030093,0.252359,0.028394,0.25236,1,13.081,164
func,EClevel4_common_clrcheck,no_current_ab,mia_indication,no_covs,0.85,0.1783252,0.015425,0.008561,0.06717,0.037577,0.027501,0.219256,0.025358,0.227817,1,36.386,164
func,EClevel4_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,1.319,0.1254183,0.017431,0.01146,0.078659,0.052397,0.02718,0.207258,0.024844,0.218718,1,24.277,164
func,EClevel4_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0,0.5,0.015368,0,0.061302,1.00E-06,0.031923,0.250693,0.028477,0.250694,1,27.119,156
func,EClevel4_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0.033,0.4278063,0.01634,0.00324,0.066488,0.0132,0.031705,0.242176,0.028372,0.245415,1,13.967,156
func,EClevel4_common_clrcheck,no_gastro_meds,mia_indication,no_covs,0.364,0.2731621,0.021027,0.009694,0.088592,0.041171,0.031127,0.22577,0.026957,0.235464,1,32.185,156
func,EClevel4_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,1.141,0.1427689,0.02851,0.021037,0.119454,0.090387,0.032698,0.211705,0.027695,0.232742,1,18.43,156
func,EClevel4_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.026502,0,0.107152,1.00E-06,0.037688,0.247327,0.030444,0.247327,1,22.645,133
func,EClevel4_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.026027,0,0.102996,1.00E-06,0.038242,0.252698,0.031731,0.252698,1,6.816,133
func,EClevel4_common_clrcheck,no_probiotic,mia_indication,no_covs,1.237,0.1330463,0.031504,0.022346,0.130434,0.094878,0.035824,0.213175,0.029822,0.23552,1,27.289,133
func,EClevel4_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,3.096,0.03923266,0.037407,0.039015,0.150402,0.165991,0.036259,0.19603,0.031292,0.235045,1,13.058,133
func,EClevel4_common_clrcheck,no_sib,mats_indication,no_covs,1.452,0.1141032,0.04108,0.043495,0.15086,0.169005,0.039588,0.213865,0.03373,0.25736,1,22.363,132
func,EClevel4_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,0.583,0.2226257,0.040477,0.02977,0.152465,0.115855,0.041891,0.227188,0.0338,0.256957,1,7.476,132
func,EClevel4_common_clrcheck,no_sib,mia_indication,no_covs,0,0.4939316,0.014436,0.000269,0.058944,0.001098,0.03346,0.244643,0.030261,0.244911,1,24.208,132
func,EClevel4_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0.465,0.2476544,0.033731,0.02159,0.136523,0.0894,0.038231,0.21991,0.031284,0.2415,1,11.052,132
func,EClevel4_rm0_rare_clrcheck,174_sample,ASD,age_sex,0,0.5,0.012327,0,0.052969,1.00E-06,0.027846,0.232721,0.025171,0.232721,1,30.771,174
func,EClevel4_rm0_rare_clrcheck,174_sample,ASD,age_sex_dietPC,1.007,0.1578157,0.02346,0.019397,0.099689,0.084635,0.028659,0.209783,0.025743,0.22918,1,23.66,174
func,EClevel4_rm0_rare_clrcheck,174_sample,ASD,no_covs,0.437,0.2543634,0.019313,0.011344,0.076056,0.045146,0.030168,0.23992,0.027259,0.251264,1,30.623,174
func,EClevel4_rm0_rare_clrcheck,174_sample,age,no_covs,44.848,1.06E-11,2.805099,9.182624,0.113286,0.580184,1.388419,6.644469,2.226073,15.827093,1,-326.671,174
func,EClevel4_rm0_rare_clrcheck,174_sample,age,sex,44.315,1.40E-11,2.829797,9.196314,0.114267,0.580317,1.401093,6.650736,2.238994,15.84705,1,-326.635,174
func,EClevel4_rm0_rare_clrcheck,174_sample,bmi,age_sex,0,0.5,0.454633,1.60E-05,0.038058,1.00E-06,1.348888,11.945835,1.292167,11.945851,1,-306.113,174
func,EClevel4_rm0_rare_clrcheck,174_sample,bmi,age_sex_dietPC,0,0.5,0.471788,1.60E-05,0.039065,1.00E-06,1.374057,12.077109,1.318014,12.077125,1,-310.352,174
func,EClevel4_rm0_rare_clrcheck,174_sample,bmi,no_covs,0,0.5,0.729014,1.60E-05,0.045297,1.00E-06,1.867682,16.094057,1.730446,16.094073,1,-329.435,174
func,EClevel4_rm0_rare_clrcheck,174_sample,bristol_regroup,age_sex,5.165,0.01152092,0.087344,0.103622,0.099596,0.123832,0.101423,0.733176,0.096589,0.836798,1,-75.345,165
func,EClevel4_rm0_rare_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,4.329,0.0187335,0.090428,0.101459,0.104133,0.122207,0.103236,0.728762,0.09685,0.830221,1,-81.532,165
func,EClevel4_rm0_rare_clrcheck,174_sample,bristol_regroup,no_covs,5.895,0.00759239,0.085358,0.106182,0.096932,0.126567,0.100168,0.732755,0.096093,0.838936,1,-70.987,165
func,EClevel4_rm0_rare_clrcheck,174_sample,cam_probiotic,age_sex,0,0.5,0.008027,0,0.045107,1.00E-06,0.020767,0.17795,0.019246,0.17795,1,53.719,174
func,EClevel4_rm0_rare_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0.003,0.477174,0.008489,0.000509,0.047234,0.002833,0.021181,0.179191,0.01961,0.1797,1,43.35,174
func,EClevel4_rm0_rare_clrcheck,174_sample,cam_probiotic,no_covs,0,0.5,0.010397,0,0.057654,1.00E-06,0.021379,0.180337,0.01939,0.180338,1,58.699,174
func,EClevel4_rm0_rare_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,27.898085,0.00049,0.057584,1.00E-06,60.071555,484.471976,55.778606,484.472465,1,-551.075,154
func,EClevel4_rm0_rare_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,24.109874,0.00049,0.050598,1.00E-06,59.957774,476.498062,55.395646,476.498552,1,-546.684,154
func,EClevel4_rm0_rare_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,27.475915,0.00049,0.056768,1.00E-06,59.04761,484.006148,55.328826,484.006638,1,-552.878,154
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC1,age_sex,0,0.5,0.108731,2.00E-06,0.068266,1.00E-06,0.184975,1.592747,0.172496,1.592749,1,-136.786,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC1,no_covs,0,0.5,0.093795,2.00E-06,0.051667,1.00E-06,0.213462,1.815366,0.19519,1.815368,1,-140.773,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC1_preadj,age_sex,0,0.5,0.112733,2.00E-06,0.071599,1.00E-06,0.18499,1.57452,0.170535,1.574521,1,-135.811,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC1_preadj,no_covs,0,0.5,0.108197,2.00E-06,0.069614,1.00E-06,0.180722,1.55423,0.167112,1.554231,1,-130.501,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC2,age_sex,0,0.5,0.095623,2.00E-06,0.049784,1.00E-06,0.225606,1.920749,0.207764,1.920751,1,-149.757,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC2,no_covs,0.004,0.474087,0.085922,0.00611,0.044965,0.003198,0.221317,1.904574,0.205448,1.910684,1,-145.084,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC2_preadj,age_sex,0,0.5,0.08783,2.00E-06,0.046841,1.00E-06,0.219745,1.875084,0.202802,1.875085,1,-147.631,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC2_preadj,no_covs,0,0.5,0.082143,2.00E-06,0.044326,1.00E-06,0.214392,1.853162,0.199253,1.853164,1,-142.46,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC3,age_sex,0.013,0.4553392,0.060392,0.006113,0.040786,0.004129,0.169463,1.474205,0.16012,1.480318,1,-127.405,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC3,no_covs,0.995,0.1592318,0.089808,0.06311,0.058178,0.041307,0.173771,1.464717,0.165061,1.527827,1,-125.859,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC3_preadj,age_sex,0.378,0.26934,0.075219,0.035317,0.052321,0.024684,0.164124,1.39546,0.155099,1.430777,1,-124.502,174
func,EClevel4_rm0_rare_clrcheck,174_sample,dietPC3_preadj,no_covs,0.284,0.2969094,0.067649,0.028287,0.047699,0.02001,0.160602,1.385381,0.152186,1.413668,1,-119.06,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_indication,no_covs,0,0.5,0.012748,0,0.051046,1.00E-06,0.028848,0.249736,0.026852,0.249736,1,30.439,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.012853,0,0.050578,1.00E-06,0.030507,0.254119,0.028694,0.254119,1,7.743,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,0,0.5,0.012646,0,0.049459,1.00E-06,0.030733,0.25569,0.028963,0.25569,1,5.359,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_indication,sex_age_dietPC,0,0.5,0.010869,0,0.043197,1.00E-06,0.029064,0.251615,0.027459,0.251616,1,14.924,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,0,0.5,0.01286,0,0.050834,1.00E-06,0.030312,0.252973,0.028474,0.252973,1,10.077,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_number,age_sex,0,0.5,0.084752,2.00E-06,0.05451,1.00E-06,0.176333,1.554791,0.168297,1.554793,1,-133.527,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.082996,2.00E-06,0.053299,1.00E-06,0.177006,1.557182,0.170044,1.557184,1,-140.037,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.090798,2.00E-06,0.05831,1.00E-06,0.176586,1.557177,0.167429,1.557179,1,-129.851,174
func,EClevel4_rm0_rare_clrcheck,174_sample,me_indication,age_sex_dietPC,0,0.5,0.02127,0,0.095374,1.00E-06,0.029448,0.223017,0.024373,0.223017,1,22.926,174
func,EClevel4_rm0_rare_clrcheck,174_sample,me_indication,no_covs,0,0.5,0.018434,0,0.082297,1.00E-06,0.028529,0.223993,0.024084,0.223994,1,39.097,174
func,EClevel4_rm0_rare_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.027352,0,0.132259,1.00E-06,0.030375,0.206803,0.023438,0.206803,1,17.971,165
func,EClevel4_rm0_rare_clrcheck,174_sample,me_number,age_sex,0,0.5,0.136383,2.00E-06,0.061809,1.00E-06,0.261436,2.206512,0.238804,2.206515,1,-162.489,174
func,EClevel4_rm0_rare_clrcheck,174_sample,me_number,age_sex_dietPC,0,0.5,0.122531,2.00E-06,0.057269,1.00E-06,0.253005,2.139575,0.233575,2.139577,1,-165.434,174
func,EClevel4_rm0_rare_clrcheck,174_sample,me_number,no_covs,0,0.5,0.134032,2.00E-06,0.060915,1.00E-06,0.260182,2.200306,0.236579,2.200308,1,-158.134,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_antipsychotic,age_sex,0,0.5,0.001056,0,0.037348,1.00E-06,0.003202,0.028276,0.003058,0.028276,1,210.925,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0,0.5,0.001129,0,0.04099,1.00E-06,0.003167,0.027541,0.003005,0.027541,1,200.781,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_antipsychotic,no_covs,0,0.5,0.001071,0,0.038218,1.00E-06,0.00315,0.028012,0.003012,0.028012,1,219.986,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_gastrointestinal,age_sex,0,0.5,0.006249,0,0.066778,1.00E-06,0.011584,0.093576,0.010124,0.093576,1,108.454,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,0,0.5,0.005734,0,0.060524,1.00E-06,0.011638,0.094735,0.010339,0.094735,1,97.046,174
func,EClevel4_rm0_rare_clrcheck,174_sample,meds_gastrointestinal,no_covs,0,0.5,0.004923,0,0.05278,1.00E-06,0.01114,0.093278,0.010029,0.093278,1,116.109,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_indication,no_covs,0,0.5,0.009972,0,0.042985,1.00E-06,0.026513,0.231984,0.024943,0.231984,1,37.183,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,0.001,0.4870832,0.00896,0.000263,0.04096,0.001204,0.026144,0.218481,0.02469,0.218745,1,19.929,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,0.002,0.4824311,0.009006,0.000356,0.040939,0.001619,0.026351,0.21961,0.024908,0.219966,1,17.39,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_indication,sex_age_dietPC,0,0.5,0.009203,0,0.040688,1.00E-06,0.026245,0.226183,0.02468,0.226183,1,24.017,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,0.028,0.4333245,0.009996,0.001426,0.044853,0.006402,0.026611,0.221331,0.02507,0.222757,1,20.551,165
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_number,age_sex,0,0.5,0.032812,1.00E-06,0.055639,1.00E-06,0.070051,0.589723,0.063799,0.589723,1,-48.944,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_number,age_sex_dietPC,0,0.5,0.028608,1.00E-06,0.052529,1.00E-06,0.065209,0.544618,0.059432,0.544618,1,-49.84,174
func,EClevel4_rm0_rare_clrcheck,174_sample,mia_number,no_covs,0,0.5,0.03399,1.00E-06,0.058307,1.00E-06,0.068912,0.582945,0.062679,0.582945,1,-42.935,174
func,EClevel4_rm0_rare_clrcheck,174_sample,participant_type,age_sex,1.199,0.1367188,0.097642,0.120786,0.141587,0.189827,0.083091,0.51551,0.077273,0.636296,1,-51.514,174
func,EClevel4_rm0_rare_clrcheck,174_sample,participant_type,age_sex_dietPC,2.878,0.04488606,0.099614,0.143371,0.143187,0.228836,0.080246,0.483154,0.078152,0.626525,1,-57.496,174
func,EClevel4_rm0_rare_clrcheck,174_sample,participant_type,no_covs,3.506,0.03058055,0.098606,0.140294,0.129553,0.201534,0.085699,0.555834,0.083066,0.696128,1,-54.848,174
func,EClevel4_rm0_rare_clrcheck,174_sample,sex,age,1.964,0.08054818,0.02295,0.02127,0.095344,0.091075,0.02827,0.21227,0.025946,0.23354,1,33.012,174
func,EClevel4_rm0_rare_clrcheck,174_sample,sex,no_covs,1.876,0.08538032,0.022933,0.021184,0.095353,0.09073,0.028277,0.212302,0.025842,0.233486,1,37.183,174
func,EClevel4_rm0_rare_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,6.943701,8.90E-05,0.084557,1.00E-06,9.979099,82.118093,9.259821,82.118182,1,-440.988,161
func,EClevel4_rm0_rare_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,6.888809,8.90E-05,0.085513,1.00E-06,9.794932,80.558377,9.169655,80.558465,1,-440.22,161
func,EClevel4_rm0_rare_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,6.99341,8.90E-05,0.08386,1.00E-06,10.199257,83.39354,9.321909,83.393628,1,-441.357,161
func,EClevel4_rm0_rare_clrcheck,full_bristol,mats_indication,no_covs,0,0.5,0.012774,0,0.051285,1.00E-06,0.029279,0.249082,0.027507,0.249082,1,28.772,165
func,EClevel4_rm0_rare_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0,0.5,0.011246,0,0.044355,1.00E-06,0.030053,0.253545,0.028441,0.253545,1,12.772,165
func,EClevel4_rm0_rare_clrcheck,full_bristol,mia_indication,no_covs,0,0.5,0.01137,0,0.049953,1.00E-06,0.026676,0.227621,0.025137,0.227621,1,36.195,165
func,EClevel4_rm0_rare_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0,0.5,0.010236,0,0.045641,1.00E-06,0.026644,0.224281,0.025159,0.224281,1,22.495,165
func,EClevel4_rm0_rare_clrcheck,no_aap,mats_indication,no_covs,0,0.5,0.015574,0,0.063042,1.00E-06,0.0293,0.247045,0.026955,0.247045,1,29.412,169
func,EClevel4_rm0_rare_clrcheck,no_aap,mats_indication,sex_age_dietPC,0,0.5,0.012983,0,0.051467,1.00E-06,0.029753,0.252249,0.027954,0.252249,1,13.462,169
func,EClevel4_rm0_rare_clrcheck,no_aap,mia_indication,no_covs,0,0.5,0.010932,0,0.047544,1.00E-06,0.026947,0.229946,0.025089,0.229947,1,36.761,169
func,EClevel4_rm0_rare_clrcheck,no_aap,mia_indication,sex_age_dietPC,0,0.5,0.009935,0,0.043936,1.00E-06,0.026808,0.226127,0.02505,0.226127,1,22.942,169
func,EClevel4_rm0_rare_clrcheck,no_asd,mats_indication,no_covs,0.011,0.4582561,0.06131,0.007227,0.241103,0.02846,0.081196,0.246693,0.05755,0.253919,1,5.391,40
func,EClevel4_rm0_rare_clrcheck,no_asd,mats_indication,sex_age_dietPC,0.029,0.4324338,0.087702,0.01675,0.31889,0.061258,0.102028,0.256677,0.066661,0.273426,1,-5.374,40
func,EClevel4_rm0_rare_clrcheck,no_asd,mia_indication,no_covs,0.56,0.2270695,0.04694,0.02361,0.199257,0.102012,0.062784,0.207832,0.052657,0.231442,1,7.034,40
func,EClevel4_rm0_rare_clrcheck,no_asd,mia_indication,sex_age_dietPC,2.875,0.04496978,0.076972,0.074796,0.301465,0.323797,0.069987,0.1562,0.058253,0.230996,1,-3.213,40
func,EClevel4_rm0_rare_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.016435,0,0.067557,1.00E-06,0.029009,0.243276,0.026948,0.243276,1,28.629,164
func,EClevel4_rm0_rare_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0,0.5,0.01312,0,0.052532,1.00E-06,0.029726,0.249756,0.028113,0.249756,1,13.081,164
func,EClevel4_rm0_rare_clrcheck,no_current_ab,mia_indication,no_covs,0,0.5,0.009149,0,0.040116,1.00E-06,0.026707,0.228073,0.025264,0.228073,1,36.386,164
func,EClevel4_rm0_rare_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,0.004,0.4757014,0.009248,0.000516,0.042213,0.002354,0.026161,0.218548,0.024649,0.219064,1,24.277,164
func,EClevel4_rm0_rare_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.020171,0,0.083862,1.00E-06,0.032149,0.240529,0.029607,0.240529,1,22.645,133
func,EClevel4_rm0_rare_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.028213,0,0.129605,1.00E-06,0.030466,0.217683,0.027443,0.217683,1,6.816,133
func,EClevel4_rm0_rare_clrcheck,no_probiotic,mia_indication,no_covs,0.41,0.2609121,0.016791,0.00805,0.071199,0.034353,0.031407,0.226283,0.028932,0.234333,1,27.289,133
func,EClevel4_rm0_rare_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,1.222,0.1344811,0.021093,0.01544,0.089011,0.066336,0.031977,0.217321,0.029525,0.232761,1,13.058,133
func,EClevel4_rm0_rare_clrcheck,no_sib,mats_indication,no_covs,1.384,0.1196776,0.038316,0.038315,0.14149,0.149195,0.037982,0.218494,0.033685,0.256808,1,22.363,132
func,EClevel4_rm0_rare_clrcheck,no_sib,mats_indication,sex_age_dietPC,0.35,0.2771546,0.033085,0.020326,0.12674,0.079535,0.039098,0.23524,0.033057,0.255567,1,7.476,132
func,EClevel4_rm0_rare_clrcheck,no_sib,mia_indication,no_covs,0,0.5,0.016628,0,0.069147,1.00E-06,0.032037,0.240474,0.029713,0.240474,1,24.208,132
func,EClevel4_rm0_rare_clrcheck,no_sib,mia_indication,sex_age_dietPC,0,0.5,0.015529,0,0.06528,1.00E-06,0.032598,0.237887,0.029992,0.237887,1,11.052,132
func,MetaCycpathway_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.018993,0,0.088989,1.00E-06,0.025253,0.213427,0.02312,0.213427,1,30.771,174
func,MetaCycpathway_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.019359,0,0.094153,1.00E-06,0.024643,0.205617,0.022477,0.205617,1,23.66,174
func,MetaCycpathway_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.012045,0,0.048647,1.00E-06,0.027991,0.247601,0.026622,0.247602,1,30.623,174
func,MetaCycpathway_common_clrcheck,174_sample,age,no_covs,40.063,1.23E-10,2.564761,7.956096,0.102434,0.491371,1.243174,8.235523,2.327844,16.191619,1,-326.671,174
func,MetaCycpathway_common_clrcheck,174_sample,age,sex,39.946,1.31E-10,2.547364,7.88082,0.10259,0.488716,1.245815,8.244751,2.315302,16.12557,1,-326.635,174
func,MetaCycpathway_common_clrcheck,174_sample,bmi,age_sex,0.177,0.3370393,0.52408,0.167705,0.043684,0.014011,1.35661,11.801572,1.296028,11.969277,1,-306.113,174
func,MetaCycpathway_common_clrcheck,174_sample,bmi,age_sex_dietPC,0.1,0.3757996,0.484581,0.121226,0.039954,0.010009,1.379367,11.990826,1.322382,12.112052,1,-310.352,174
func,MetaCycpathway_common_clrcheck,174_sample,bmi,no_covs,1.42,0.1167128,1.533678,1.638214,0.090062,0.100268,1.872601,14.700082,1.831853,16.338297,1,-329.435,174
func,MetaCycpathway_common_clrcheck,174_sample,bristol_regroup,age_sex,5.225,0.01112908,0.126403,0.217927,0.122641,0.244407,0.098411,0.673728,0.115918,0.891655,1,-75.345,165
func,MetaCycpathway_common_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,5.361,0.01029307,0.126875,0.219816,0.123992,0.249212,0.09798,0.662226,0.115986,0.882042,1,-81.532,165
func,MetaCycpathway_common_clrcheck,174_sample,bristol_regroup,no_covs,5.315,0.01056845,0.123571,0.210935,0.120572,0.236278,0.098369,0.681805,0.114408,0.89274,1,-70.987,165
func,MetaCycpathway_common_clrcheck,174_sample,cam_probiotic,age_sex,0,0.5,0.014935,0,0.086048,1.00E-06,0.022021,0.173568,0.018788,0.173568,1,53.719,174
func,MetaCycpathway_common_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0,0.5,0.015267,0,0.086912,1.00E-06,0.022587,0.175663,0.019183,0.175663,1,43.35,174
func,MetaCycpathway_common_clrcheck,174_sample,cam_probiotic,no_covs,0,0.5,0.011916,0,0.066864,1.00E-06,0.021238,0.178216,0.019162,0.178216,1,58.699,174
func,MetaCycpathway_common_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,30.866041,0.00049,0.06444,1.00E-06,59.304384,478.989346,55.156649,478.989835,1,-551.075,154
func,MetaCycpathway_common_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,31.066304,0.00049,0.06636,1.00E-06,58.835112,468.144225,54.46059,468.144715,1,-546.684,154
func,MetaCycpathway_common_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,31.006153,0.00049,0.064576,1.00E-06,59.096667,480.15154,54.903029,480.15203,1,-552.878,154
func,MetaCycpathway_common_clrcheck,174_sample,dietPC1,age_sex,6.767,0.004642806,0.274678,0.605709,0.119266,0.330749,0.179207,1.225615,0.246137,1.831324,1,-136.786,174
